,ResponseName,ReleaseDate,RequiredAge,DLCCount,Metacritic,MovieCount,RecommendationCount,ScreenshotCount,SteamSpyOwners,SteamSpyPlayersEstimate,PriceFinal,GenreScore,PlatformScore,CategoryScore
10847,Fire Farm VR,Jul 22 2016,0,0,0,1,0,6,0,0,4.99,5,1,1
10848,Glaive,Jul 26 2016,0,0,0,1,0,5,0,0,2.99,2,1,1
10849,Whispers,Jul 29 2016,0,0,0,1,0,6,12734,7891,3.49,3,1,1
10850,MAGIX PC Check & Tuning 2017,Sep 5 2016,0,0,0,2,0,5,0,0,49.99,1,1,0
10851,Shop Heroes,Aug 15 2016,0,0,0,1,930,5,246068,198540,0.0,6,1,4
10852,Dragon Bros,Sep 2016,0,0,0,1,0,10,0,0,0.0,4,3,3
10853,VR Fractals,Jul 26 2016,0,0,0,1,0,7,0,0,1.99,1,1,1
10854,My Lil Donut,Aug 31 2016,0,0,0,1,0,9,20446,2511,0.0,1,1,1
10855,Quip Anomaly,Aug 8 2016,0,0,0,1,0,6,717,538,1.99,2,3,1
10856,Archmage Rises,Q1 2017,0,0,0,1,0,11,0,0,0.0,3,2,1
10857,Party Panic,Jul 28 2016,0,0,0,2,0,18,1973,1614,16.99,4,3,2
10858,Going Up,Aug 1 2016,0,0,0,1,0,6,0,0,9.99,2,1,1
10859,Sky Valley,Aug 4 2016,0,0,0,1,0,5,6995,4484,1.99,4,2,1
10860,Five Nights at Freddys: Sister Location,Oct 7 2016,0,0,0,1,0,5,184192,116757,0.0,3,1,1
10861,ORBITAL,Jul 27 2016,0,0,0,1,0,5,5380,4663,0.99,2,1,1
10862,Dinosaur Forest,Oct 2016,0,0,0,1,0,8,1793,1435,0.0,3,3,1
10863,AM Model Viewer,Aug 5 2016,0,0,0,3,0,9,0,0,9.99,2,1,0
10864,Twistys Asylum Escapades,Sep 28 2016,0,0,0,1,0,10,0,0,0.0,3,1,1
10865,Think Space,Jul 26 2016,0,0,0,1,0,15,1338,1338,9.99,1,1,0
10866,Goo Saga - HD Edition,Sep 26 2016,0,0,0,2,0,10,4663,533,0.0,4,1,2
10867,The Dungeons of Castle Madness,Aug 7 2016,0,0,0,2,0,10,0,0,9.99,3,1,1
10868,Unexplored,Aug 10 2016,0,0,0,2,0,15,1255,1351,9.99,5,1,1
10869,Pong Champion VR,Jul 26 2016,0,0,0,1,0,5,0,0,9.99,6,1,1
10870,DOGOS,Sep 6 2016,0,0,0,1,0,13,1435,1077,11.99,3,1,1
10871,Baseball Mogul Diamond,Aug 9 2016,0,0,0,1,0,8,5560,1088,14.99,4,1,1
10872,Teslas Tower: The Wardenclyffe Mystery,Jul 29 2016,0,0,0,1,0,8,897,538,6.99,2,1,1
10873,The Wire,Jul 30 2016,0,0,0,1,0,5,20267,2511,0.0,1,1,1
10874,Lilys Epic Quest,Aug 15 2016,0,0,0,1,0,10,0,0,9.99,2,2,1
10875,The Wizards Lair,Aug 3 2016,0,0,0,1,0,5,1255,803,4.99,2,2,1
10876,Black Sand Drift,Sep 8 2016,0,1,0,1,0,20,8609,5560,0.99,2,1,1
10877,Gone In November,Aug 18 2016,0,1,0,2,233,9,12016,7533,0.99,2,1,1
10878,Zzzz-Zzzz-Zzzz,Soon,0,0,0,1,0,12,0,0,0.0,3,2,1
10879,Robotpencil Presents: Armor Design: Sci-Fi: Reference,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10880,Robotpencil Presents: Armor Design: Sci-Fi: Study,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10881,Robotpencil Presents: Armor Design: Sci-Fi: Demo,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10882,Robotpencil Presents: Armor Design: Sci-Fi: Touch Up,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10883,Robotpencil Presents: Armor Design: Sci-Fi: Bonus Demo,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10884,Robotpencil Presents: Armor Design: Fantasy: Reference,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10885,Robotpencil Presents: Armor Design: Fantasy: Study,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10886,Robotpencil Presents: Armor Design: Fantasy: Demo,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10887,Robotpencil Presents: Armor Design: Fantasy: Touch-Up,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10888,Robotpencil Presents: Adding Lighting to Your Lines: Set-up Graphic Reads,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10889,Robotpencil Presents: Adding Lighting to Your Lines: Add in Lights and Form,Aug 12 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10890,Robotpencil Presents: Brushwork Strategies for Materials: Brushwork,Aug 19 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10891,Robotpencil Presents: Brushwork Strategies for Materials: Applying Color,Aug 19 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10892,Zombitatos the end of the Pc master race,Sep 9 2016,0,0,0,2,0,9,3228,1614,1.21,6,1,1
10893,BlackSmith HIT,Aug 5 2016,0,0,0,1,0,8,23315,15065,0.99,3,3,2
10894,Fly and Destroy,Jul 29 2016,0,0,0,1,0,10,22598,9147,1.99,5,3,1
10895,Office Freakout,Sep 27 2016,0,0,0,1,0,16,897,897,0.0,3,1,1
10896,$1 Ride,Jul 28 2016,0,0,0,1,0,5,7353,4484,0.99,3,1,1
10897,GALER: Plague of Heroes,Dec 1 2016,0,0,0,1,0,5,0,0,0.0,1,1,1
10898,Totally Accurate Battle Simulator,Summer 2017,0,0,0,1,0,6,535,535,0.0,3,1,1
10899,NASCAR Heat Evolution,Sep 12 2016,0,10,0,1,0,11,1435,1255,59.99,1,1,2
10900,Kindred Spirits on the Roof Drama CD Vol.4: Kindred Spirits Pop Show (Disc 2),Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10901,Kindred Spirits on the Roof Drama CD Vol.4: Kyuusei Radio (Disc 1),Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
10902,Haven,Aug 4 2016,0,0,0,1,0,5,5201,3587,4.99,3,1,1
10903,Sneak Thief,Aug 5 2016,0,0,0,1,0,9,13272,10761,9.99,4,1,1
10904,CrapsVR,Aug 4 2016,0,0,0,1,0,7,0,0,9.99,4,1,1
10905,SCP 087. Re,Aug 17 2016,0,0,0,1,0,5,3587,544,5.99,3,1,1
10906,ROD: Revolt Of Defense,Aug 12 2016,0,0,0,1,367,13,18832,15424,0.99,4,1,1
10907,PROJECT XINATRA,Aug 8 2016,0,0,0,1,0,7,0,0,4.99,1,1,1
10908,Aircraft War X,Aug 5 2016,0,0,0,1,0,6,54702,43582,2.99,3,1,1
10909,Domino VR,Aug 3 2016,0,0,0,2,0,9,0,0,3.99,3,1,1
10910,Painted Legend,Jul 28 2016,0,0,0,1,0,9,0,0,4.99,3,1,2
10911,Flat Heroes,Sep 8 2016,0,0,0,4,0,6,1076,808,14.99,3,3,3
10912,Wont You Be My Laser?,Sep 2 2016,0,0,0,1,0,6,8071,4304,0.99,2,1,1
10913,Broken Armor,Aug 1 2016,0,1,0,1,0,8,0,0,2.99,3,1,1
10914,Meteor Crush VR,Aug 16 2016,0,0,0,1,0,6,0,0,0.99,2,1,1
10915,Mini Z Racers Turbo,Sep 6 2016,0,0,0,1,0,6,0,0,4.99,3,1,1
10916,Beerman,Aug 3 2016,0,0,0,3,0,5,0,0,4.99,3,1,1
10917,SizeBlock,Sep 2 2016,0,0,0,1,0,5,7174,5022,1.99,2,1,1
10918,Handsome Mr. Frog,Aug 8 2016,0,1,0,1,0,5,897,1088,0.99,2,1,1
10919,Sceelix - Procedural Power,Sep 6 2016,0,0,0,1,0,6,0,0,75.0,2,3,0
10920,Super VR Trainer,Aug 31 2016,0,0,0,2,0,7,717,538,9.99,5,1,1
10921,Spikit,Aug 9 2016,0,0,0,1,0,7,18114,10940,0.99,2,1,1
10922,HVR,Dec 30 2016,0,0,0,1,0,5,0,0,0.0,3,1,1
10923,Gebubs Adventure,Aug 16 2016,0,0,0,1,0,7,1067,1067,4.99,1,2,1
10924,VRNinja,Sep 14 2016,0,0,0,1,0,6,897,1070,9.99,4,1,1
10925,Clockwork,Coming Soon,0,0,0,3,0,10,1435,897,0.0,5,1,1
10926,Save Jesus,Aug 4 2016,0,0,0,1,0,6,39098,27261,1.99,2,1,1
10927,Erusal,Aug 11 2016,0,0,0,1,0,5,5022,0,1.99,2,2,1
10928,Lethal Brutal Racing,Aug 5 2016,0,0,0,1,0,5,27799,12554,5.99,3,1,1
10929,Northern Regime,Soon,0,0,0,1,0,5,0,0,0.0,5,1,1
10930,One Night Two Crazies,Aug 10 2016,0,0,0,1,0,5,897,1077,0.99,3,1,1
10931,ThrounnelVR,Sep 15 2016,0,0,0,1,0,5,0,0,2.99,2,1,1
10932,Abandoned Hospital VR,Aug 3 2016,0,0,0,1,0,6,533,533,5.99,2,1,1
10933,TRESPASS - Episode 1,Aug 4 2016,0,0,0,1,0,7,0,0,15.99,1,1,1
10934,GalaxIverse,Aug 16 2016,0,0,0,1,0,10,897,535,1.5,3,1,1
10935,God Simulator,Aug 3 2016,0,0,0,1,0,5,0,0,1.49,4,1,1
10936,SVRVIVE,2016,0,0,0,1,0,7,535,537,0.0,2,1,1
10937,In Celebration of Violence,Aug 12 2016,0,0,0,2,0,8,6098,3228,7.99,5,3,1
10938,Last Stitch Goodnight,2017,0,0,0,1,0,7,0,0,0.0,3,2,1
10939,The Last Weekend,Dec 30 2016,0,0,0,1,0,8,0,0,0.0,4,2,1
10940,Evil Robots From N1M,Aug 5 2016,0,0,0,1,0,8,0,0,1.95,3,1,1
10941,El Ninja,Aug 9 2016,0,1,0,1,150,5,35332,24212,0.99,2,1,1
10942,Bumper,Sep 12 2016,0,0,0,1,0,8,533,533,3.59,3,1,1
10943,Baezult,Aug 3 2016,0,0,0,1,0,11,22957,1435,0.0,2,1,1
10944,Night Vigil,Aug 9 2016,0,0,0,1,0,6,4842,2511,4.99,1,1,1
10945,NightmareZ,Sep 8 2016,0,0,0,2,0,8,2332,1605,3.99,2,1,1
10946,Pinga Ponga,Aug 2 2016,0,0,0,1,0,6,5380,3587,2.99,3,1,3
10947,A Matter of Murder,Sep 1 2016,0,1,0,1,0,8,1067,533,2.99,3,2,1
10948,You Have 10 Seconds,Aug 2 2016,0,0,0,1,688,5,223290,178094,0.0,2,1,1
10949,Shiperoids,Aug 9 2016,0,0,0,1,0,5,808,533,0.99,3,1,1
10950,Worldy Cup,Aug 10 2016,0,0,0,2,0,5,0,0,9.99,4,1,3
10951,New Yankee in King Arthurs Court 2,Aug 26 2016,0,0,0,1,0,9,0,0,3.99,3,1,1
10952,Power Link VR,Sep 9 2016,0,0,0,1,0,8,0,0,4.49,4,1,1
10953,NDE Rescue,Sep 1 2016,0,0,0,1,0,12,0,0,7.99,2,2,1
10954,Forgotten Heroes,Aug 12 2016,0,0,0,1,0,9,4125,3049,0.99,2,1,2
10955,Super Destronaut,Aug 26 2016,0,0,0,1,0,5,538,535,1.99,4,3,2
10956,Orange Adventure,Aug 4 2016,0,0,0,1,0,20,0,0,5.99,2,1,1
10957,GoVenture MICRO BUSINESS,Aug 9 2016,0,0,0,1,0,10,0,0,9.99,4,2,1
10958,Unknown Fate,Coming 2017,0,0,0,1,0,7,0,0,0.0,2,1,1
10959,Cogs and Cowboys,Aug 10 2016,0,0,0,1,0,6,1076,1076,5.99,3,1,1
10960,Long Gone Days,Feb 2018,0,0,0,1,0,6,533,533,0.0,2,3,1
10961,CURSE,Sep 2 2016,0,0,0,3,0,17,6457,1614,14.99,2,3,1
10962,THOTH,October 2016,0,0,0,2,0,8,67256,4842,0.0,2,2,2
10963,Big Bang Empire,Aug 23 2016,0,0,0,1,260,5,71919,41071,0.0,7,1,4
10964,Armor Clash VR  [RTS],Aug 9 2016,0,0,0,3,0,11,0,0,14.99,4,1,1
10965,Bloxiq VR,Aug 29 2016,0,1,0,1,0,9,533,533,14.99,3,1,1
10966,Konrad the Kitten - a virtual but real cat,Aug 5 2016,0,0,0,1,0,11,0,0,9.99,3,1,1
10967,Driftwood The Visual Novel,Aug 8 2016,0,0,0,1,0,5,23136,1793,0.0,4,3,1
10968,SkyBoats,Aug 23 2016,0,0,0,1,0,9,0,0,9.99,1,3,1
10969,The Sun Will Rise,Oct 2016,0,0,0,1,0,6,17218,3049,0.0,5,2,1
10970,Citadel 1986,Aug 17 2016,0,1,0,1,0,5,0,0,1.99,3,1,1
10971,Evolvation,Aug 23 2016,0,0,0,3,0,30,533,533,19.99,5,1,1
10972,Temple of the Apsara,Sep 6 2016,0,0,0,1,0,6,1255,1088,1.99,2,1,1
10973,Thirst,Aug 10 2016,0,0,0,1,0,11,897,717,2.99,3,1,2
10974,Puzzling Rooms VR,Aug 25 2016,0,0,0,1,0,5,533,533,7.99,3,1,1
10975,LooWarVR,Aug 11 2016,0,0,0,1,0,5,0,0,3.99,3,1,1
10976,TAIKER,Aug 13 2016,0,0,0,1,0,18,1873,1338,12.99,5,3,1
10977,MANIC MINERS,Aug 8 2016,0,0,0,11,0,18,0,0,6.99,3,1,1
10978,DodgeBall Blitz,Sep 2 2016,0,0,0,1,0,5,0,0,14.99,4,1,1
10979,ikenie,Aug 9 2016,0,0,0,1,0,10,533,0,4.99,4,1,1
10980,New York Mysteries: The Lantern of Souls,Aug 24 2016,0,0,0,1,0,34,2152,1255,6.99,2,2,1
10981,Cubway,Aug 11 2016,0,1,0,2,0,5,1435,897,3.99,3,3,1
10982,The Last,Aug 17 2016,0,0,0,1,0,5,0,0,7.99,3,1,1
10983,Cloudbase Prime,some time before October 2016,0,0,0,2,0,5,0,0,0.0,3,3,1
10984,Echoes of the Fey: The Foxs Trail,Aug 16 2016,0,1,0,2,0,8,533,533,7.99,1,1,1
10985,Farm Life: Natures Adventure,Aug 23 2016,0,0,0,1,0,5,2870,1614,2.99,4,1,3
10986,Existentia,Aug 8 2016,0,0,0,1,0,6,9506,3408,3.49,2,1,1
10987,UNCORPOREAL - Holographic Photography Demo,Aug 8 2016,0,0,0,1,0,5,22239,1793,0.0,1,1,0
10988,Wrath Of The Fire God,Aug 17 2016,0,0,0,1,0,6,808,808,14.99,3,1,1
10989,Pozzo Jello Crusade,Sep 1 2016,0,0,0,1,0,5,0,0,2.99,3,1,1
10990,Aleph Null,Aug 15 2016,0,0,0,1,0,5,0,0,3.99,4,1,1
10991,NIGHTSTAR,Aug 18 2016,0,0,0,2,0,5,535,537,14.99,3,1,1
10992,Space Jones VR,Aug 11 2016,0,0,0,2,0,8,1255,1255,15.99,1,1,1
10993,Adventure Of Thieves,Aug 17 2016,0,0,0,2,0,5,533,0,4.99,4,2,4
10994,Max an Autistic Journey,Aug 19 2016,0,0,0,1,0,14,533,533,5.99,2,1,1
10995,Marwin and The Evolution Stone,Sep 8 2016,0,0,0,1,0,9,6457,3766,2.99,4,1,2
10996,Duck Force,Sep 7 2016,0,0,0,1,0,6,0,0,9.99,5,1,1
10997,MAGIX Movie Edit Pro Plus Steam Edition,Sep 5 2016,0,0,0,1,0,5,808,808,99.99,1,1,0
10998,Tablemen,Sep 30 2016,0,0,0,1,0,5,0,0,0.0,3,1,2
10999,ONRAID,Aug 29 2016,0,0,0,2,0,11,1793,1255,9.99,5,3,4
11000,Le Havre: The Inland Port,Aug 29 2016,0,0,0,1,0,5,717,717,9.99,3,3,2
11001,VR Ultimate Paintball: Heartbreak Regret & Paintbots,Aug 9 2016,0,0,0,1,0,6,0,0,4.99,3,1,1
11002,Box Maze,Sep 9 2016,0,0,0,2,0,5,5022,2690,2.39,6,1,3
11003,Fancy Skiing VR,Aug 9 2016,0,0,0,1,0,7,3587,3408,9.99,2,1,1
11004,Tank Defense Division,Sep 9 2016,0,0,0,1,0,5,0,0,8.99,3,1,4
11005,Cosmos Crash VR,Sep 1 2016,0,0,0,1,0,5,0,0,9.99,3,1,1
11006,MOTORGUN,Sep 13 2016,0,0,0,1,0,13,3049,2152,9.99,5,2,1
11007,Trickster VR,Aug 12 2016,0,0,0,1,0,5,6995,5739,9.99,3,1,1
11008,Sallys Law,Aug 24 2016,0,0,0,1,0,12,0,0,3.99,2,2,1
11009,Duckpocalypse,Aug 22 2016,0,0,0,1,0,7,1076,717,2.99,3,1,1
11010,Oh...Sir! The Insult Simulator,Summer 2016,0,0,0,1,0,12,76941,67077,0.0,2,3,2
11011,Unbox,Sep 5 2016,0,1,0,2,0,15,20984,11658,15.99,3,1,2
11012,Double Fine Adventure!: A Perfect Storm For Adventure,Aug 5 2016,0,0,0,0,0,0,0,0,0.0,0,1,0
11013,Hero Boy,Oct 14 2016,0,0,0,2,0,5,0,0,0.0,1,3,1
11014,Multiscreens,Aug 17 2016,0,0,0,1,0,5,0,0,9.99,2,1,0
11015,69 Ways to Kill a Zombie,Sep 9 2016,0,0,0,1,0,6,0,0,19.99,4,1,1
11016,BitRay2,Aug 18 2016,0,0,0,1,0,8,12016,9864,1.99,2,3,1
11017,The Pirate: Caribbean Hunt,Aug 24 2016,0,0,0,2,763,20,375737,298079,0.0,6,3,4
11018,Cursed West,Sep 9 2016,0,0,0,1,0,5,5022,2870,2.69,3,1,1
11019,Heroes of Card War,10-2016,0,0,0,1,0,11,0,0,0.0,2,1,4
11020,Gochi-Show! -How To Learn Japanese Cooking Game-,Sep 1 2016,0,0,0,1,0,5,1605,1067,4.99,1,1,1
11021,Gochi-Show! for Girls -How To Learn Japanese Cooking Game-,Sep 7 2016,0,0,0,1,0,5,0,0,4.99,1,1,1
11022,VR Gallery,Aug 11 2016,0,0,0,1,0,13,20267,0,0.0,1,1,0
11023,Final Quest,Aug 17 2016,0,0,0,1,0,9,10582,3766,0.99,2,1,1
11024,Tesla VR,Aug 10 2016,0,0,0,1,0,5,22419,1793,0.0,4,1,1
11025,Flat Path,Aug 24 2016,0,0,0,1,0,5,6636,4484,0.99,2,3,1
11026,One Giant Leap,Aug 22 2016,0,0,0,1,0,10,0,0,3.99,4,1,1
11027,IACTURA,Aug 25 2016,0,0,0,1,0,8,13451,9864,0.99,2,1,3
11028,Zombie Trigger,Aug 2016,17,0,0,1,0,6,0,0,2.99,3,1,1
11029,Kuboom,Sep 16 2016,0,0,0,1,0,5,196567,150833,0.0,3,1,2
11030,Outrageous Grounds: The Maze,Christmas 2016,0,0,0,1,0,8,0,0,0.0,3,1,1
11031,Wills and Wonders,Aug 22 2016,0,0,0,1,0,21,0,0,9.99,6,1,1
11032,OCCHIO,Aug 11 2016,0,0,0,1,0,5,0,0,4.99,4,1,1
11033,Daylights End VR Edition,Aug 26 2016,0,10,0,1,0,10,25647,5201,0.0,1,1,2
11034,Escape from Zellman Orbital,Sep 30 2016,0,0,0,1,0,5,0,0,0.0,2,1,1
11035,EDMtv VR,Sep 1 2016,0,0,0,1,0,5,19011,2332,0.0,1,1,0
11036,The Underground Man,Sep 1 2016,0,1,0,1,777,5,8609,7174,4.99,2,2,1
11037,Birdtual Reality,Aug 23 2016,0,0,0,2,0,5,0,0,5.99,3,1,1
11038,Green Moon 2,Aug 14 2016,0,0,0,2,0,8,0,0,4.99,2,1,1
11039,Lockdown: Stand Alone,Q4 2016,0,0,0,2,0,7,0,0,0.0,2,1,1
11040,Party Hard Tycoon,Soon,0,0,0,1,0,7,533,0,0.0,3,1,1
11041,Through Abandoned 2. The Forest,Aug 9 2016,0,1,0,1,0,14,7353,3049,2.99,2,1,1
11042,Mu Cartographer,Aug 24 2016,0,0,0,1,0,6,7712,538,4.99,1,2,1
11043,VR Escape the space station,Aug 24 2016,0,0,0,1,0,5,2511,1255,6.99,3,1,1
11044,Path of War,Sep 12 2016,0,0,0,1,0,5,97566,50218,0.0,4,1,3
11045,Anykey Simulator,Soon,0,0,0,1,0,8,8250,6636,0.0,2,1,1
11046,Deadly Metal,TBD,0,0,0,1,0,8,0,0,0.0,2,1,1
11047,Wooden House,Sep 5 2016,0,0,0,1,0,8,7712,4304,2.99,3,1,1
11048,Miaou Moon,Aug 18 2016,0,0,0,1,0,16,8609,5201,9.99,3,3,1
11049,Squeezone,Soon,0,0,0,1,0,5,7174,5201,0.0,5,1,1
11050,Howl,Soon,0,0,0,1,0,7,0,0,0.0,3,1,1
11051,Archipelago,Aug 17 2016,0,0,0,1,0,11,803,803,0.99,1,2,1
11052,Joanas Life,Sep 1 2016,0,0,0,1,0,6,4304,1067,6.99,2,1,1
11053,Click Space Miner,Aug 18 2016,0,1,0,1,0,6,1255,1077,0.99,3,1,1
11054,DEADLOCK,Aug 15 2016,0,0,0,1,0,7,897,538,5.99,1,1,1
11055,Arkham Nightmares,Aug 13 2016,0,0,0,1,0,7,0,0,2.99,1,1,1
11056,Elena,Winter 2016,0,0,0,1,0,5,0,0,0.0,1,1,1
11057,Panzer Warfare,Aug 25 2016,0,0,0,1,0,5,0,0,1.99,7,3,3
11058,J.U.R : Japan Underground Racing,Aug 17 2016,0,0,0,1,0,16,6457,1081,4.99,4,1,1
11059,Galactic Fighters,Sep 15 2016,0,0,0,1,0,12,1435,0,0.99,3,2,1
11060,Alpha Decay,Sep 2 2016,0,0,0,1,0,7,5919,3766,11.99,4,1,1
11061,Oh No! Bugs!,Aug 14 2016,0,0,0,1,0,9,1435,1351,4.99,2,1,3
11062,Happy Empire,Aug 19 2016,0,0,0,1,0,10,5919,0,4.99,4,1,1
11063,Football Mogul 15,Sep 6 2016,0,0,0,1,0,13,3408,544,14.99,4,1,1
11064,Uprising 2: Lead and Destroy,Aug 19 2016,0,0,0,1,0,12,0,0,6.99,2,1,1
11065,Beautiful Japanese Scenery - Animated Jigsaws,Sep 15 2016,0,0,0,1,0,10,0,0,6.99,2,2,1
11066,18 Wheels of Steel: Across America,Aug 26 2016,0,0,0,1,0,10,897,717,9.99,1,1,1
11067,18 Wheels of Steel: Convoy,Sep 2 2016,0,0,0,1,0,10,1070,535,9.99,1,1,1
11068,18 Wheels of Steel: Haulin,Sep 9 2016,0,0,0,1,0,11,1338,533,7.49,1,1,1
11069,Mythic Victory Arena,Oct 3 2016,0,0,0,1,0,7,0,0,0.0,4,2,1
11070,GunWorld 2,Aug 17 2016,0,0,0,1,0,6,5560,3587,7.99,4,1,3
11071,ALONE?,Aug 24 2016,0,0,0,1,0,8,8788,5560,2.99,5,3,1
11072,Factory Engineer,Sep 9 2016,0,0,0,1,0,5,2690,2332,7.99,4,1,1
11073,Fancy Slingshot VR,Aug 18 2016,0,0,0,1,0,5,1255,803,0.99,3,1,1
11074,DragonBlast VR,Sep 1 2016,0,0,0,1,0,11,0,0,4.99,5,1,1
11075,Gun Brothers,Aug 18 2016,0,0,0,2,0,11,1435,535,9.99,4,2,3
11076,Fantastic 4 In A Row 2,Aug 15 2016,0,0,0,1,0,6,18114,8967,1.99,2,1,2
11077,Fantastic Checkers 2,Aug 18 2016,0,0,0,1,0,6,17397,8788,1.99,2,1,2
11078,Ultimate Word Search 2: Letter Boxed,Aug 18 2016,0,0,0,1,0,6,18294,533,1.99,1,1,1
11079,Sparkys Hunt,Aug 18 2016,0,0,0,1,0,8,1338,535,2.99,1,1,1
11080,Beat The Dictators,Aug 29 2016,0,0,0,1,0,5,0,0,4.99,3,2,1
11081,TankYou!,Sep 16 2016,0,1,0,1,0,7,0,0,0.0,3,1,3
11082,Orbital X,Aug 18 2016,0,0,0,1,0,8,803,803,2.99,2,3,1
11083,Mystery Case Files(r): 13th Skull(tm) Collectors Edition,Aug 18 2016,0,0,0,1,0,8,538,544,13.99,2,1,1
11084,Dark Tales: Edgar Allan Poes The Masque of the Red Death Collectors Edition,Aug 2016,0,0,0,1,0,5,0,0,0.0,2,1,1
11085,Hidden Expedition: Dawn of Prosperity Collectors Edition,Sep 7 2016,0,0,0,1,0,8,0,0,13.99,2,1,1
11086,Final Cut: Death on the Silver Screen Collectors Edition,Aug 25 2016,0,0,0,1,0,5,0,0,12.99,2,1,1
11087,Nightmare Adventures: The Witchs Prison,Aug 29 2016,0,0,0,1,0,5,0,0,12.99,2,1,1
11088,Spirits of Mystery: Amber Maiden Collectors Edition,Aug 19 2016,0,0,0,1,0,8,0,0,12.99,2,1,1
11089,Grave Mania: Pandemic Pandemonium,Aug 30 2016,0,0,0,1,0,5,0,0,6.99,1,1,1
11090,Wasps!,Aug 31 2016,0,0,0,2,0,8,0,0,9.99,2,1,1
11091,Super Jagua,Sep 15 2016,0,0,0,1,0,13,6277,3587,0.84,3,3,1
11092,Drive Megapolis,Aug 24 2016,0,0,0,1,0,12,6457,3408,4.99,4,1,1
11093,Outbreak,Winter 2016,0,0,0,1,0,8,0,0,0.0,5,1,4
11094,PANIC at Multiverse High!,Aug 17 2016,0,0,0,1,0,20,0,0,9.99,4,1,1
11095,The VR Museum of Fine Art,Aug 20 2016,0,0,0,1,0,8,49321,17756,0.0,4,1,1
11096,Third Eye,Early 2017,0,0,0,2,0,5,533,0,0.0,3,1,1
11097,Cliff Hanger,Sep 2 2016,0,0,0,1,0,5,0,0,4.99,2,1,1
11098,Hyper color ball,Sep 2 2016,0,0,0,1,0,6,16859,6277,0.99,3,1,1
11099,UBERMOSH Vol.3,Aug 15 2016,0,0,0,1,0,5,6815,1873,2.99,2,2,1
11100,Warriors of Vilvatikta,Aug 26 2016,0,0,0,1,0,5,9506,5022,0.99,3,1,1
11101,Radical Heroes: Crimson City Crisis,December 2016,0,0,0,1,0,14,533,0,0.0,4,1,3
11102,KILL,Aug 17 2016,0,0,0,1,0,11,0,0,5.99,2,1,1
11103,Hooligan Vasja,Aug 19 2016,0,0,0,1,0,8,11120,7174,1.99,3,1,1
11104,Board Defenders,Sep 6 2016,0,0,0,2,0,5,0,0,4.99,3,1,1
11105,Everything is Peachy,Aug 25 2016,0,0,0,1,0,5,5560,537,3.99,2,1,1
11106,ToeJam & Earl: Back in the Groove,Coming 2017,0,0,0,1,0,7,0,0,0.0,2,1,3
11107,Withering Kingdom: Flurry Of Arrows,Aug 26 2016,0,0,0,1,0,7,41430,21163,0.99,7,1,1
11108,Glory by Example,Aug 24 2016,0,0,0,1,0,9,0,0,9.99,3,1,1
11109,50 Years,Aug 26 2016,0,0,0,2,0,7,0,0,5.99,3,1,1
11110,Zissis Island,Aug 28 2016,0,0,0,1,0,6,1067,1067,4.99,2,1,1
11111,Orake 2D MMORPG,Aug 23 2016,0,0,0,1,0,6,30489,10402,0.0,8,1,3
11112,Chaos Of Hearts,Sep 16 2016,0,0,0,1,0,13,0,0,4.49,4,1,2
11113,Relativity,Aug 24 2016,0,0,0,1,0,5,0,0,1.99,3,1,1
11114,The Odyssey,Sep 4 2016,0,0,0,1,0,12,4304,1793,4.99,2,3,1
11115,CyberThreat,Aug 18 2016,0,0,0,1,0,5,2511,1793,19.99,2,1,1
11116,Guardian war VR,Aug 24 2016,0,0,0,1,0,12,4842,1067,9.99,5,1,1
11117,Preston Sterling,Aug 18 2016,0,0,0,1,0,5,803,1073,4.99,3,1,1
11118,Zombie Boom,Aug 23 2016,0,0,0,1,0,9,19728,12196,3.99,3,1,1
11119,The Garden,Sep 6 2016,0,0,0,5,0,16,0,0,4.99,5,1,1
11120,Grapply,Late 2016,0,0,0,1,0,5,0,0,0.0,2,1,2
11121,The Tale of Doris and the Dragon - Episode 1,Sep 8 2016,0,0,0,2,0,8,0,0,3.99,2,3,1
11122,Isomorph,Sep 2 2016,0,0,0,1,0,8,0,0,9.99,1,3,1
11123,Veilia,Aug 23 2016,0,0,0,1,0,9,4125,2511,4.99,3,1,1
11124,MineSweeper VR,Aug 25 2016,0,0,0,2,0,5,539,539,3.99,4,1,1
11125,Stars Simulation,Sep 8 2016,0,0,0,1,0,5,0,0,2.99,5,1,1
